block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
2_1293,6,0,1.8124020087841937,1.0,0.2690279682403615,Chr2,12184349.0,3,3,12185042,55,0.01988072,up-in-warm,0.9490370323184649,False
5_2715,1,0,1.6539757893075298,1.0,0.2690737376862906,Chr5,22968347.0,1,0,22968347,73,0.317191,up-in-warm,0.9490370323184649,False
1_2785,4,0,1.7485808672766308,1.0,0.2692493674325115,Chr1,19721040.5,2,2,19721149,397,0.022551354,up-in-warm,0.9490370323184649,False
1_2208,1,0,1.6525995290551398,1.0,0.2694370983331323,Chr1,16718149.0,0,1,16718149,67,-0.109170735,down-in-warm,0.9490370323184649,False
5_2294,91,7,4.083788922100963,3.886009032637624e-05,0.2694852728186472,Chr5,20095985.0,46,45,20076334,1,-0.0004190092,down-in-warm,0.9490370323184649,False
4_2456,1,0,1.652286107560422,1.0,0.2695198823439929,Chr4,11908982.0,1,0,11908982,638,0.03614211,up-in-warm,0.9490370323184649,False
1_336,1,0,1.6521518463521452,1.0,0.2695553486526506,Chr1,2878391.0,1,0,2878391,1,0.11579342,up-in-warm,0.9490370323184649,False
5_2996,1,0,1.6521359980359691,1.0,0.2695595352825719,Chr5,25039037.0,0,1,25039037,1,-0.039461076,down-in-warm,0.9490370323184649,False
5_511,1,0,1.6521359980359691,1.0,0.2695595352825719,Chr5,6170914.0,0,1,6170914,1,-0.039461076,down-in-warm,0.9490370323184649,False
4_1544,7,0,1.8411960512801,1.0,0.2696833358236101,Chr4,9159693.0,5,2,9159693,1,0.05318066,up-in-warm,0.9490370323184649,False
5_1756,7,0,1.8410396262803816,1.0,0.2697238875014942,Chr5,17389915.0,1,6,17389754,54,-0.0627793,down-in-warm,0.9490370323184649,False
5_612,1,0,1.6512428337136502,1.0,0.2697955340378201,Chr5,7840862.0,0,1,7840862,807,-0.04675072,down-in-warm,0.9490370323184649,False
4_2619,1,0,1.6504876363268088,1.0,0.2699951587959325,Chr4,13113003.0,0,1,13113003,53,-0.15516466,down-in-warm,0.9490370323184649,False
4_2057,1,0,1.6494811979355672,1.0,0.2702613100704323,Chr4,10292605.0,1,0,10292605,59,0.17978618,up-in-warm,0.9490370323184649,False
4_1403,1,0,1.6494511359045525,1.0,0.2702692619512427,Chr4,8916476.0,1,0,8916476,351,0.2122511,up-in-warm,0.9490370323184649,False
1_1059,6,0,1.807344110026716,1.0,0.2703432550124116,Chr1,7918238.0,6,0,7918238,1,0.060340926,up-in-warm,0.9490370323184649,False
5_245,1,0,1.6483606393205597,1.0,0.2705577945427424,Chr5,1584397.0,1,0,1584397,1,0.31569913,up-in-warm,0.9490370323184649,False
5_89,1,0,1.6483606393205597,1.0,0.2705577945427424,Chr5,722717.0,1,0,722717,1,0.31569913,up-in-warm,0.9490370323184649,False
5_3072,1,0,1.6483606393205597,1.0,0.2705577945427424,Chr5,26491168.0,1,0,26491168,1,0.31569913,up-in-warm,0.9490370323184649,False
5_102,1,0,1.6483606393205597,1.0,0.2705577945427424,Chr5,749566.0,1,0,749566,1,0.31569913,up-in-warm,0.9490370323184649,False
5_88,1,0,1.6483606393205597,1.0,0.2705577945427424,Chr5,716463.0,1,0,716463,1,0.31569913,up-in-warm,0.9490370323184649,False
5_2880,18,0,2.174102228031173,1.0,0.270782188169819,Chr5,23935900.0,15,3,23936114,308,0.05914714,up-in-warm,0.9490370323184649,False
3_230,1,0,1.6469374658799518,1.0,0.270934580831748,Chr3,2309225.0,1,0,2309225,102,0.31193075,up-in-warm,0.9490370323184649,False
1_176,1,0,1.6469072766702135,1.0,0.2709425762837585,Chr1,1226119.0,0,1,1226119,1,-0.08268982,down-in-warm,0.9490370323184649,False
1_3330,1,0,1.646804354713654,1.0,0.2709698355026609,Chr1,22270335.0,1,0,22270335,715,0.09381398,up-in-warm,0.9490370323184649,False
2_650,206,10,5.896802585792538,5.146467077537886e-05,0.271208224290881,Chr2,5629870.0,92,114,5647666,674,0.003436023,up-in-warm,0.9490370323184649,False
1_2859,9,1,1.897215899151758,0.0864827525163591,0.2713049103290035,Chr1,20627791.0,7,2,20627409,70,0.073496655,up-in-warm,0.9490370323184649,False
1_4455,3,0,1.7089034580715583,1.0,0.27135981712771,Chr1,24996898.0,1,2,24997007,273,-0.06869844,down-in-warm,0.9490370323184649,False
1_4070,6,0,1.8027407111074296,1.0,0.2715431386006306,Chr1,24015233.0,1,5,24015030,76,-0.049091514,down-in-warm,0.9490370323184649,False
3_1523,2,0,1.6762074464526668,1.0,0.2716148137764613,Chr3,12457636.0,0,2,12458515,1,-0.09643603,down-in-warm,0.9490370323184649,False
5_2921,1,0,1.6441524310801336,1.0,0.2716726776827591,Chr5,24099903.0,1,0,24099903,67,0.20750463,up-in-warm,0.9490370323184649,False
2_2021,2,0,1.6758636822147803,1.0,0.2717056846363125,Chr2,18791478.0,0,2,18790883,1,-0.0767032,down-in-warm,0.9490370323184649,False
4_1186,80,3,3.8235664282917656,0.0465531857359315,0.2717218058051474,Chr4,8157477.0,32,48,8157477,510,-0.015240127,down-in-warm,0.9490370323184649,False
1_1092,1,0,1.6434823799949367,1.0,0.2718504055595693,Chr1,8338765.0,1,0,8338765,1,0.21928774,up-in-warm,0.9490370323184649,False
1_376,2,0,1.6752406463118277,1.0,0.2718704169064165,Chr1,3058571.0,2,0,3058714,105,0.045422263,up-in-warm,0.9490370323184649,False
1_1020,1,0,1.6433441136375913,1.0,0.271887087255066,Chr1,7828444.0,1,0,7828444,375,0.3112323,up-in-warm,0.9490370323184649,False
1_2784,21,0,2.258301956976872,1.0,0.272143978521153,Chr1,19715606.0,15,6,19714621,93,0.014817799,up-in-warm,0.9490370323184649,False
3_1108,18,4,2.168620647260662,2.7352225666657963e-05,0.2721611252765455,Chr3,9632650.0,12,6,9632650,1,0.0055948813,up-in-warm,0.9490370323184649,False
2_1036,12,0,1.9861973967759807,1.0,0.2722275628899988,Chr2,10198665.0,7,5,10197835,1626,-0.0068173143,down-in-warm,0.9490370323184649,False
4_162,8,0,1.8625641603412624,1.0,0.272231884431269,Chr4,1398580.5,4,4,1394438,1,0.03942227,up-in-warm,0.9490370323184649,False
5_348,4,1,1.7370051393428003,0.03940399,0.272284760370318,Chr5,3116557.0,2,2,3117776,1,0.03046558,up-in-warm,0.9490370323184649,False
2_732,3,0,1.704859241744324,1.0,0.2724258929258071,Chr2,6790561.0,1,2,6790486,1,-0.06741438,down-in-warm,0.9490370323184649,False
4_1277,1,0,1.6409402827085482,1.0,0.2725252104502984,Chr4,8467459.0,1,0,8467459,1,0.13406369,up-in-warm,0.9490370323184649,False
5_2237,1,0,1.6395870379617596,1.0,0.2728847709086091,Chr5,19552292.0,1,0,19552292,60,0.31505418,up-in-warm,0.9490370323184649,False
2_740,1,0,1.639059771932183,1.0,0.2730249304555932,Chr2,6816850.0,1,0,6816850,549,0.10803521,up-in-warm,0.9490370323184649,False
1_672,1,0,1.6383046028134085,1.0,0.2732257340709704,Chr1,5759370.0,1,0,5759370,1,0.1231716,up-in-warm,0.9490370323184649,False
5_1501,1,0,1.6381638426149234,1.0,0.2732631710690216,Chr5,16616101.0,1,0,16616101,710,0.18073887,up-in-warm,0.9490370323184649,False
4_900,21,0,2.2528252448450994,1.0,0.2735130982274819,Chr4,7729611.0,5,16,7729658,1,-0.037121266,down-in-warm,0.9490370323184649,False
4_225,1,0,1.6367431252311158,1.0,0.2736411714489593,Chr4,2119044.0,1,0,2119044,119,0.013093346,up-in-warm,0.9490370323184649,False
2_1041,19,0,2.191619362506525,1.0,0.2739171373124577,Chr2,10212319.0,13,6,10212100,1,0.038979203,up-in-warm,0.9490370323184649,False
1_1494,5,0,1.762041511656813,1.0,0.2739821739914719,Chr1,9848581.0,2,3,9848581,1,-0.03755779,down-in-warm,0.9490370323184649,False
1_3610,12,0,1.9793412247603808,1.0,0.2739887350158332,Chr1,22740035.0,5,7,22739829,1,-0.0110100955,down-in-warm,0.9490370323184649,False
1_4457,37,2,2.710596493553603,0.0528780234525797,0.2743216188488171,Chr1,24998771.0,12,25,24998798,5276,-0.012323278,down-in-warm,0.9490370323184649,False
3_349,1,0,1.6334711955849266,1.0,0.274512693753463,Chr3,3331181.0,0,1,3331181,1,-0.03416821,down-in-warm,0.9490370323184649,False
4_1778,6,0,1.791069417179501,1.0,0.2745971181313825,Chr4,9698049.0,4,2,9698447,59,0.027963646,up-in-warm,0.9490370323184649,False
1_5118,19,0,2.188711634740848,1.0,0.2746501993369121,Chr1,29358531.0,12,7,29358531,2,0.060745228,up-in-warm,0.9490370323184649,False
4_805,187,9,5.6762447135991225,0.0001285876328182,0.2746735043789171,Chr4,7319259.0,73,114,7319259,1,-0.0074294913,down-in-warm,0.9490370323184649,False
2_1727,33,3,2.596072740155892,0.004360338617881,0.2747786684663911,Chr2,16814286.0,17,16,16842691,54,0.033105068,up-in-warm,0.9490370323184649,False
4_2831,4,0,1.7274878612898876,1.0,0.2747930575411255,Chr4,16661123.0,2,2,16659517,1,0.09837118,up-in-warm,0.9490370323184649,False
1_2422,48,2,3.008551966369433,0.0834176695099358,0.2749813669553871,Chr1,17483537.0,29,19,17491508,54,0.026466263,up-in-warm,0.9490370323184649,False
2_713,1,0,1.6305803415105276,1.0,0.2752838493567066,Chr2,6389096.0,1,0,6389096,55,0.17265731,up-in-warm,0.9490370323184649,False
1_2573,7,0,1.81938404269851,1.0,0.2753671941784045,Chr1,18873331.0,5,2,18874651,1,0.07858889,up-in-warm,0.9490370323184649,False
3_2801,13,1,2.0031049301163395,0.1224789770010321,0.2757479381454176,Chr3,18751460.0,3,10,18751460,1,-0.04492672,down-in-warm,0.9490370323184649,False
1_906,1,0,1.6279575837284084,1.0,0.2759844096854529,Chr1,7598116.0,1,0,7598116,86,0.186088,up-in-warm,0.9490370323184649,False
1_4578,200,15,5.810420481830918,2.577540124194724e-09,0.2760733482287534,Chr1,25728720.0,117,83,25779289,1,0.02480258,up-in-warm,0.9490370323184649,False
2_563,3,0,1.690370204098022,1.0,0.2762622686883716,Chr2,2334490.0,0,3,2334700,140,-0.19961005,down-in-warm,0.9490370323184649,False
4_1478,7,1,1.815772224963586,0.06793465209301,0.2763140332819002,Chr4,9053415.0,2,5,9052350,1,-0.01054357,down-in-warm,0.9490370323184649,False
3_550,1,0,1.6261185151836015,1.0,0.2764761617938657,Chr3,5647173.0,1,0,5647173,702,0.18270902,up-in-warm,0.9490370323184649,False
3_2157,1,0,1.6239220496366231,1.0,0.2770640414105783,Chr3,16797970.0,0,1,16797970,740,-0.12159825,down-in-warm,0.9490370323184649,False
1_646,1,0,1.6234375084649342,1.0,0.2771938102062252,Chr1,5480957.0,1,0,5480957,1,0.18655872,up-in-warm,0.9490370323184649,False
1_2443,19,1,2.177913299220663,0.1738313761644134,0.2773809873967005,Chr1,17882941.0,7,12,17882920,85,-0.012525472,down-in-warm,0.9490370323184649,False
4_2264,1,0,1.6226665578363633,1.0,0.2774003458525302,Chr4,10851202.0,0,1,10851202,1,-0.10586964,down-in-warm,0.9490370323184649,False
3_1035,4,0,1.717628879868703,1.0,0.2774033660871573,Chr3,9289727.5,4,0,9289730,301,0.10985524,up-in-warm,0.9490370323184649,False
3_2979,8,0,1.842117471658809,1.0,0.277566217941953,Chr3,19289728.0,6,2,19290129,1,0.012386721,up-in-warm,0.9490370323184649,False
5_798,5,0,1.7480845164178456,1.0,0.2776639598242374,Chr5,9626069.0,1,4,9626069,1,-0.032197695,down-in-warm,0.9490370323184649,False
5_2342,6,1,1.7787240187514368,0.058519850599,0.277845818975066,Chr5,20249999.0,1,5,20249999,153,-0.052107643,down-in-warm,0.9490370323184649,False
3_2469,1,0,1.6202780958326244,1.0,0.2780406857329283,Chr3,17368880.0,1,0,17368880,844,0.18583879,up-in-warm,0.9490370323184649,False
1_892,5,0,1.746530958200505,1.0,0.2780752707162218,Chr1,7533022.0,3,2,7533022,77,-0.0056254114,down-in-warm,0.9490370323184649,False
2_1034,1,0,1.6200159998074717,1.0,0.2781109968189716,Chr2,10191939.0,1,0,10191939,142,0.17465162,up-in-warm,0.9490370323184649,False
5_1030,34,1,2.6105188995321185,0.2894467727277079,0.2781450796131275,Chr5,14994459.0,19,15,14994459,1,0.0045277914,up-in-warm,0.9490370323184649,False
1_2914,1,0,1.6189412424933978,1.0,0.2783994068286821,Chr1,21352260.0,1,0,21352260,108,0.19223301,up-in-warm,0.9490370323184649,False
3_3127,9,0,1.868457948449624,1.0,0.2787861663065949,Chr3,20991156.0,5,4,20990054,1123,0.06840184,up-in-warm,0.9490370323184649,False
1_7,1,0,1.6165887588503642,1.0,0.2790312015850783,Chr1,55284.0,1,0,55284,78,0.19272746,up-in-warm,0.9490370323184649,False
2_832,1,0,1.6161025824403592,1.0,0.2791618584409734,Chr2,7570909.0,1,0,7570909,1,0.14712568,up-in-warm,0.9490370323184649,False
5_2372,82,7,3.835375813075992,1.9736552609017345e-05,0.2791961223949616,Chr5,20787531.0,42,40,20802274,1,0.0069878655,up-in-warm,0.9490370323184649,False
3_923,17,2,2.110509831252826,0.0123089855299442,0.279285498244975,Chr3,8929839.0,4,13,8929839,1,-0.035864938,down-in-warm,0.9490370323184649,False
1_1096,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,8341901.0,1,0,8341901,1,0.18485723,up-in-warm,0.9490370323184649,False
1_2761,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,19649276.0,1,0,19649276,1,0.18485723,up-in-warm,0.9490370323184649,False
1_689,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,5844139.0,1,0,5844139,66,0.18485723,up-in-warm,0.9490370323184649,False
1_845,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,7419975.0,1,0,7419975,1,0.18485723,up-in-warm,0.9490370323184649,False
1_4572,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,25659446.0,1,0,25659446,1,0.18485723,up-in-warm,0.9490370323184649,False
1_258,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,2511538.0,1,0,2511538,1,0.18485723,up-in-warm,0.9490370323184649,False
1_1658,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,10991944.0,1,0,10991944,1,0.18485723,up-in-warm,0.9490370323184649,False
1_345,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,2926182.0,1,0,2926182,1,0.18485723,up-in-warm,0.9490370323184649,False
1_4402,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,24901639.0,1,0,24901639,1,0.18485723,up-in-warm,0.9490370323184649,False
1_2040,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,12454910.0,1,0,12454910,1,0.18485723,up-in-warm,0.9490370323184649,False
1_2200,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,16704484.0,1,0,16704484,1,0.18485723,up-in-warm,0.9490370323184649,False
1_4434,1,0,1.6144853130557624,1.0,0.2795967033240865,Chr1,24973967.0,1,0,24973967,1,0.18485723,up-in-warm,0.9490370323184649,False
5_573,2,0,1.646223035910868,1.0,0.2795973424533604,Chr5,7386458.5,2,0,7386337,759,0.04669175,up-in-warm,0.9490370323184649,False
3_2429,1,0,1.6144752548426782,1.0,0.2795994087644522,Chr3,17279092.0,1,0,17279092,1,0.10805119,up-in-warm,0.9490370323184649,False
1_81,1,0,1.614367577602759,1.0,0.2796283723941943,Chr1,476920.0,1,0,476920,1,0.18488063,up-in-warm,0.9490370323184649,False
4_1258,18,1,2.139080271192816,0.1654862385499125,0.2796518024582011,Chr4,8446351.0,5,13,8446351,1,-0.029928185,down-in-warm,0.9490370323184649,False
3_1629,4,0,1.7088885057567405,1.0,0.2797275987758578,Chr3,15059438.0,0,4,15059661,57,-0.039648093,down-in-warm,0.9490370323184649,False
1_3366,1,0,1.6135008718172896,1.0,0.2798615568146229,Chr1,22337653.0,1,0,22337653,228,0.18633944,up-in-warm,0.9490370323184649,False
1_4099,5,0,1.7395329526735368,1.0,0.2799316975492117,Chr1,24048803.0,1,4,24049120,144,-0.06653793,down-in-warm,0.9490370323184649,False
1_3860,351,10,6.087715265361313,0.0032003559550805,0.2800044003374261,Chr1,23374050.0,142,209,23408813,90,-0.011905673,down-in-warm,0.9490370323184649,False
3_1590,14,4,2.0167234863708106,9.238553999224518e-06,0.280090656098749,Chr3,14937854.5,2,12,14938684,77,-0.044563714,down-in-warm,0.9490370323184649,False
1_1377,4,0,1.7075109433859854,1.0,0.2800947791571411,Chr1,9377380.0,3,1,9377380,1,0.06491545,up-in-warm,0.9490370323184649,False
1_2907,94,5,4.097897915924444,0.0026281669079871,0.2804020514233872,Chr1,21335197.5,41,53,21327127,1,-0.00088716095,down-in-warm,0.9490370323184649,False
3_1709,1,0,1.6114713813816557,1.0,0.2804079534336661,Chr3,15662588.0,0,1,15662588,232,-0.0978135,down-in-warm,0.9490370323184649,False
3_2734,3,0,1.6747321554378845,1.0,0.2804324012265252,Chr3,18480231.0,1,2,18480231,1,0.058712184,up-in-warm,0.9490370323184649,False
3_806,2,0,1.6431047263678171,1.0,0.2804339995499765,Chr3,8297495.5,2,0,8297667,1,0.15687688,up-in-warm,0.9490370323184649,False
5_1296,6,0,1.7682741964576565,1.0,0.2806102806827322,Chr5,16085592.0,4,2,16085128,72,0.0142869735,up-in-warm,0.9490370323184649,False
4_1287,3,1,1.6740189328252468,0.029701,0.2806233175610562,Chr4,8495289.0,2,1,8495422,1,-0.033925995,down-in-warm,0.9490370323184649,False
4_2131,1,0,1.6098770230247408,1.0,0.2808375620417292,Chr4,10586909.0,0,1,10586909,1,-0.08687052,down-in-warm,0.9490370323184649,False
1_1472,1,0,1.609627046717586,1.0,0.2809049483765846,Chr1,9823824.0,0,1,9823824,1,-0.08049952,down-in-warm,0.9490370323184649,False
3_525,2,0,1.6401927342609075,1.0,0.2812163934821622,Chr3,5220459.5,1,1,5220677,112,0.029854285,up-in-warm,0.9490370323184649,False
1_1899,3,0,1.6710235943038516,1.0,0.2814257994750009,Chr1,11572687.0,3,0,11572926,93,0.086035125,up-in-warm,0.9490370323184649,False
1_1154,227,15,6.015591722722375,1.4289415301769462e-08,0.2815090209125022,Chr1,8502084.0,60,167,8495146,1,-0.03302738,down-in-warm,0.9490370323184649,False
2_932,25,0,2.3382671213330504,1.0,0.2816023945861508,Chr2,8997632.0,9,16,8997632,324,0.0055076806,up-in-warm,0.9490370323184649,False
3_1145,1,0,1.60687393146616,1.0,0.2816476246906594,Chr3,10059707.0,0,1,10059707,540,-0.1544052,down-in-warm,0.9490370323184649,False
5_1125,30,0,2.4824112247885086,1.0,0.2816828382076077,Chr5,15341137.0,13,17,15341215,1501,-0.0048716473,down-in-warm,0.9490370323184649,False
3_694,36,4,2.652105541070396,0.0004561624296751,0.2817026212996909,Chr3,7642630.0,21,15,7652293,216,0.027326837,up-in-warm,0.9490370323184649,False
5_691,6,1,1.7635575212476888,0.058519850599,0.2818624038446844,Chr5,8233275.0,3,3,8233275,1,0.0038627742,up-in-warm,0.9490370323184649,False
3_1055,52,3,3.0849185429631336,0.0153526257336591,0.281893202944067,Chr3,9403003.5,33,19,9429232,60,0.020154534,up-in-warm,0.9490370323184649,False
4_347,67,1,3.465933233208549,0.4900142537504347,0.2819487669234174,Chr4,3707807.0,34,33,3767755,1,0.020755472,up-in-warm,0.9490370323184649,False
4_1204,2,0,1.6361887783840836,1.0,0.282293894179681,Chr4,8204599.0,2,0,8204599,1,0.11310896,up-in-warm,0.9490370323184649,False
2_63,1,0,1.6042545271266937,1.0,0.28235510913177,Chr2,226680.0,0,1,226680,69,-0.1676023,down-in-warm,0.9490370323184649,False
4_2093,1,0,1.604172475537488,1.0,0.2823772845464967,Chr4,10351325.0,1,0,10351325,655,0.09314241,up-in-warm,0.9490370323184649,False
3_2799,2,0,1.6358412674301648,1.0,0.2823875061253872,Chr3,18747033.0,2,0,18746948,116,0.09006739,up-in-warm,0.9490370323184649,False
1_2911,13,1,1.9772750002060588,0.1224789770010321,0.2824334722529169,Chr1,21346165.0,4,9,21346165,9304,0.0053453445,up-in-warm,0.9490370323184649,False
4_3054,1,0,1.6035023441898404,1.0,0.2825584268430074,Chr4,18441909.0,1,0,18441909,102,0.013471619,up-in-warm,0.9490370323184649,False
1_4677,5,0,1.7294914603304616,1.0,0.2826059518942098,Chr1,26160630.0,2,3,26161211,1,0.01981394,up-in-warm,0.9490370323184649,False
1_1078,139,19,4.951743901132877,3.765043160425331e-16,0.2827931560529086,Chr1,8184604.0,69,70,8205583,34,0.001109117,up-in-warm,0.9490370323184649,False
4_1949,25,1,2.3333680934226977,0.2221786406008534,0.2828333852382486,Chr4,10090630.0,11,14,10090630,1,0.03768878,up-in-warm,0.9490370323184649,False
2_837,1,0,1.6023831345547803,1.0,0.2828610833856559,Chr2,7579508.0,1,0,7579508,1129,0.031731214,up-in-warm,0.9490370323184649,False
3_2833,3,0,1.6648768570170749,1.0,0.2830760327881696,Chr3,18821216.0,2,1,18821216,152,0.051776957,up-in-warm,0.9490370323184649,False
2_1103,1,0,1.6002294101861785,1.0,0.2834439309784424,Chr2,10284158.0,1,0,10284158,439,0.030600617,up-in-warm,0.9490370323184649,False
5_1251,1,0,1.600198449588348,1.0,0.2834523138273948,Chr5,15908626.0,1,0,15908626,1,0.15999793,up-in-warm,0.9490370323184649,False
3_3306,1,0,1.6001486615261542,1.0,0.2834657946239461,Chr3,23033495.0,1,0,23033495,70,0.30544204,up-in-warm,0.9490370323184649,False
3_63,2,0,1.6317420935751246,1.0,0.2834928604465418,Chr3,1173517.5,1,1,1173695,251,0.03146605,up-in-warm,0.9490370323184649,False
1_4691,1,0,1.598827260782544,1.0,0.2838236941507407,Chr1,26265642.0,0,1,26265642,1,-0.11107554,down-in-warm,0.9490370323184649,False
2_1007,4,0,1.6930941141915976,1.0,0.2839514420413549,Chr2,9987626.0,1,3,9987806,157,-0.03663023,down-in-warm,0.9490370323184649,False
3_759,3,1,1.6615303145599811,0.029701,0.2839764375318738,Chr3,8121827.0,1,2,8121827,1,-0.012289013,down-in-warm,0.9490370323184649,False
1_3207,27,1,2.386508206180644,0.2376572856528964,0.2840717099391521,Chr1,21945536.0,13,14,21942606,1,0.0110019315,up-in-warm,0.9490370323184649,False
5_406,7,2,1.7858178525687791,0.00203104163494,0.2842275579771318,Chr5,4074148.0,3,4,4074148,53,0.0030919963,up-in-warm,0.9490370323184649,False
1_2038,74,3,3.625165709011151,0.0383591110203894,0.2842513825578622,Chr1,12448068.0,31,43,12447060,447,-0.007899601,down-in-warm,0.9490370323184649,False
5_3060,13,0,1.9701297300759768,1.0,0.2842965458998329,Chr5,26280060.0,7,6,26280060,1,0.0034071943,up-in-warm,0.9490370323184649,False
4_1934,1,0,1.5961507513743878,1.0,0.2845492850892371,Chr4,10016571.0,0,1,10016571,1,-0.11347538,down-in-warm,0.9490370323184649,False
5_1693,46,0,2.9138997959176662,1.0,0.2846726814259115,Chr5,17328215.0,15,31,17328215,1,-0.022195503,down-in-warm,0.9490370323184649,False
3_765,4,0,1.6901226902313322,1.0,0.2847494783711137,Chr3,8130922.0,2,2,8132068,1,0.006983747,up-in-warm,0.9490370323184649,False
